cpu_usage,memory_usage,requests_per_sec,latency_ms,failure_label
32.28,43.6,276.58,61.89,0
64.93,38.88,243.8,46.09,0
52.47,49.33,122.75,54.5,0
31.82,40.09,215.67,87.08,0
43.77,26.63,178.53,52.93,0
62.18,46.38,291.93,77.55,0
29.73,28.75,171.91,20.34,0
12.35,28.27,276.93,45.71,0
35.01,21.86,295.15,42.55,0
38.68,53.19,258.72,37.38,0
19.56,46.15,141.32,70.53,0
38.42,35.05,276.81,58.89,0
57.72,39.47,170.53,66.36,0
17.64,26.62,69.27,69.7,0
20.28,34.49,229.33,25.06,0
54.61,48.81,170.38,55.7,0
18.87,53.33,55.61,18.67,0
18.86,45.18,59.8,63.64,0
24.2,27.2,289.56,65.95,0
11.02,48.78,215.44,39.09,0
34.71,59.71,266.83,29.5,0
43.05,51.78,255.11,30.46,0
24.55,48.97,135.67,53.54,0
22.64,35.42,77.14,32.2,0
81.1,70.49,379.91,174.07,1
43.81,21.56,245.97,57.78,0
36.52,25.21,200.87,85.34,0
87.05,76.23,454.41,242.59,1
39.14,29.18,250.58,82.11,0
42.4,49.66,240.38,74.22,0
17.36,39.09,108.13,88.02,0
58.22,36.35,97.26,75.28,0
41.79,24.71,51.8,70.64,0
27.37,34.49,88.69,70.38,0
57.02,36.94,141.41,38.42,0
51.52,36.53,245.95,56.01,0
40.52,30.15,126.66,44.27,0
50.47,54.2,214.82,78.56,0
48.46,26.47,103.61,49.05,0
40.28,47.88,226.7,28.66,0
88.06,81.82,11.54,862.93,1
13.52,28.87,70.01,18.21,0
64.14,44.56,180.25,75.49,0
62.01,52.81,210.07,52.31,0
46.13,52.16,121.5,17.86,0
38.37,29.27,92.37,18.07,0
10.02,26.3,299.2,81.27,0
31.73,43.44,179.44,77.64,0
14.96,31.38,257.44,92.78,0
62.98,31.06,201.59,31.53,0
82.65,66.53,431.43,176.62,1
26.18,57.88,250.74,96.32,0
87.89,74.37,488.84,391.51,1
52.35,50.3,290.31,54.0,0
42.28,21.09,79.07,20.74,0
64.68,47.08,107.48,41.84,0
94.2,80.19,42.45,524.13,1
47.05,52.84,69.01,94.17,0
29.44,55.77,117.27,95.51,0
60.05,39.96,99.92,77.51,0
74.55,65.07,399.94,304.65,1
15.87,56.81,218.95,71.39,0
52.03,41.66,60.57,55.99,0
37.08,59.41,274.25,88.85,0
64.14,56.64,120.07,33.88,0
12.98,51.97,169.58,60.97,0
31.65,47.45,93.7,98.0,0
35.3,47.57,52.95,32.91,0
27.9,44.51,114.93,61.63,0
35.92,44.52,141.48,57.4,0
48.54,34.89,263.58,38.77,0
17.21,43.04,107.14,23.49,0
22.97,37.29,145.22,27.4,0
89.79,96.11,12.95,649.8,1
98.19,90.34,37.43,792.67,1
40.92,42.71,149.6,73.7,0
54.76,39.06,207.47,53.24,0
29.85,42.41,282.96,36.91,0
16.67,54.69,290.78,31.91,0
45.7,26.98,245.08,45.18,0
36.81,49.46,272.41,47.39,0
44.74,25.79,91.89,83.66,0
44.72,42.87,262.23,21.06,0
22.55,32.68,122.84,37.74,0
24.92,37.8,265.7,45.87,0
63.1,36.56,95.97,16.96,0
46.41,57.62,225.17,21.81,0
15.67,22.55,269.67,61.62,0
31.84,50.6,70.81,37.31,0
46.02,55.42,127.34,36.03,0
44.46,25.25,259.63,17.43,0
57.32,33.01,169.04,97.87,0
24.98,37.79,292.39,74.3,0
42.87,45.24,208.96,62.94,0
45.17,32.39,136.79,60.87,0
34.3,34.63,114.95,40.8,0
54.85,53.92,135.97,54.88,0
60.71,57.88,169.27,15.78,0
26.11,29.25,51.8,46.76,0
40.83,35.79,90.82,77.66,0
30.81,30.52,155.56,35.36,0
60.05,52.3,221.16,39.2,0
54.48,36.52,263.37,30.5,0
45.03,44.71,118.03,67.93,0
11.07,21.99,183.74,30.8,0
24.81,48.61,231.78,34.79,0
37.15,33.68,127.89,82.95,0
93.56,95.83,19.86,821.77,1
88.67,95.51,8.21,635.07,1
56.28,52.69,257.06,25.37,0
23.69,50.85,160.74,77.7,0
35.35,50.84,180.28,98.48,0
47.48,32.48,130.77,68.48,0
61.56,40.84,113.33,69.27,0
58.81,54.55,104.45,24.6,0
27.85,26.69,119.03,25.17,0
10.49,21.68,245.87,55.4,0
30.43,23.58,89.42,22.77,0
61.2,59.88,206.28,20.08,0
48.57,51.66,81.46,34.78,0
97.46,95.13,41.25,619.36,1
47.91,34.33,83.68,91.39,0
34.06,31.79,224.26,31.13,0
29.12,49.3,118.83,85.66,0
82.2,61.72,381.01,223.92,1
30.19,20.03,209.51,47.22,0
11.03,54.27,244.0,35.3,0
46.21,41.56,146.87,59.55,0
40.33,44.52,130.65,69.48,0
38.78,22.67,258.8,26.03,0
74.45,72.13,369.75,292.75,1
46.19,41.03,225.33,36.75,0
43.33,22.83,282.55,32.74,0
58.94,23.2,250.25,20.16,0
61.6,36.64,142.27,75.22,0
24.62,21.63,67.6,40.83,0
91.13,62.43,495.03,282.92,1
38.94,29.95,206.33,30.21,0
32.84,24.22,209.66,45.43,0
46.59,55.31,91.7,30.33,0
28.56,26.33,299.61,52.66,0
27.33,59.66,131.16,46.6,0
33.68,49.03,202.1,62.87,0
52.11,57.05,113.52,96.74,0
31.84,49.05,295.74,65.64,0
64.64,32.07,125.08,33.86,0
70.48,80.55,487.94,218.99,1
40.6,57.04,88.68,18.21,0
17.61,34.68,195.54,34.8,0
15.05,35.99,279.47,77.41,0
53.61,26.92,256.43,73.62,0
59.92,43.81,125.1,77.12,0
14.32,22.24,242.73,44.57,0
32.91,54.71,267.45,34.27,0
43.13,20.46,244.35,47.51,0
12.27,41.6,87.4,57.7,0
12.78,49.26,148.22,52.88,0
37.76,28.88,122.45,48.52,0
14.54,42.86,62.33,48.93,0
37.6,50.95,82.59,26.46,0
36.83,46.09,99.02,67.36,0
23.54,22.87,244.19,42.49,0
71.97,76.79,434.71,237.08,1
42.66,20.97,126.2,98.95,0
64.46,37.69,86.45,18.81,0
20.98,34.95,239.43,87.48,0
13.0,57.96,281.68,88.84,0
10.76,47.75,77.82,53.26,0
21.5,41.52,100.95,59.48,0
36.57,49.2,85.34,74.39,0
42.07,46.54,60.87,29.48,0
53.41,44.72,63.27,70.65,0
31.38,30.85,263.02,71.11,0
70.42,81.69,479.88,207.79,1
63.71,23.98,128.86,88.68,0
20.25,40.03,164.5,93.74,0
23.61,41.18,133.39,48.44,0
29.07,34.08,206.31,35.08,0
94.02,96.24,33.16,839.34,1
87.93,60.74,460.99,220.05,1
59.34,46.28,71.95,47.49,0
95.35,92.51,15.23,520.18,1
63.38,56.39,132.32,61.09,0
17.62,41.65,250.03,88.32,0
48.78,40.95,83.81,99.63,0
89.74,98.66,46.27,558.75,1
62.17,24.74,129.4,89.77,0
52.1,55.21,153.51,49.96,0
61.36,55.77,283.31,38.27,0
15.87,27.39,240.61,67.02,0
41.19,29.24,108.05,73.43,0
47.85,39.06,175.58,66.4,0
30.57,54.09,172.86,26.69,0
11.77,50.58,53.75,37.94,0
50.83,59.53,239.44,20.62,0
91.68,81.68,447.99,231.22,1
23.57,36.19,60.46,77.5,0
27.21,44.46,235.62,65.47,0
58.17,51.48,180.16,53.39,0
12.33,59.83,179.68,48.63,0
40.67,40.65,207.66,19.19,0
31.89,32.18,256.91,54.21,0
43.72,22.18,179.24,27.09,0
34.84,48.91,78.29,81.19,0
85.31,63.38,432.71,262.72,1
42.47,48.51,100.48,53.65,0
48.04,56.29,249.12,76.06,0
16.28,37.98,140.74,59.52,0
53.51,40.47,287.44,47.19,0
52.25,56.49,191.37,71.06,0
57.79,27.15,228.01,50.66,0
52.27,37.85,206.61,24.99,0
21.16,44.9,113.28,53.98,0
81.96,60.14,526.54,209.47,1
36.16,36.41,69.85,66.01,0
40.1,44.79,189.39,85.15,0
18.15,46.13,59.18,87.58,0
56.09,31.94,280.1,19.17,0
19.8,46.88,202.77,73.78,0
53.3,27.1,163.83,64.21,0
72.05,67.48,423.71,244.73,1
33.5,42.02,123.21,26.44,0
25.09,41.08,181.16,74.15,0
16.01,49.19,207.24,98.91,0
47.88,57.36,296.57,39.41,0
27.41,41.02,298.76,45.08,0
40.94,40.79,207.96,56.86,0
43.52,48.34,294.81,15.13,0
44.4,24.72,262.02,82.96,0
92.97,86.68,30.22,718.75,1
21.07,31.27,247.55,41.16,0
27.82,20.25,221.46,44.02,0
43.88,21.16,93.91,43.09,0
46.99,56.65,249.31,69.88,0
44.5,55.68,184.24,43.48,0
32.77,49.7,258.78,40.44,0
27.35,41.44,102.07,73.27,0
58.84,34.14,292.4,38.84,0
64.1,45.06,260.6,63.53,0
42.74,54.58,237.89,74.95,0
11.74,36.55,174.26,35.2,0
62.29,28.65,125.58,24.54,0
52.78,56.53,160.94,17.12,0
37.5,27.61,280.91,77.26,0
52.65,25.73,267.95,84.88,0
84.89,63.32,494.91,264.84,1
38.73,20.16,283.08,73.4,0
14.79,38.68,61.53,59.25,0
27.19,43.1,128.04,90.83,0
20.59,31.07,129.79,52.49,0
18.21,30.95,53.81,67.95,0
21.36,34.01,129.62,27.03,0
25.58,29.79,67.81,67.13,0
34.4,25.2,167.68,72.42,0
12.96,37.06,94.75,65.67,0
55.99,47.97,204.08,41.56,0
49.21,46.83,183.37,97.76,0
35.61,25.27,253.21,93.17,0
35.06,47.38,227.55,54.56,0
22.31,54.44,204.24,92.59,0
48.48,46.61,247.19,90.0,0
11.66,39.01,137.86,54.21,0
52.24,44.18,81.85,23.75,0
53.82,33.03,212.36,82.36,0
32.04,36.54,205.22,61.58,0
92.61,86.81,41.63,695.49,1
33.94,51.49,186.13,35.07,0
14.28,57.23,193.55,56.36,0
35.46,42.2,255.51,29.97,0
88.84,82.17,41.63,785.67,1
37.19,46.41,72.63,84.45,0
89.87,75.9,350.04,186.68,1
39.22,35.6,194.48,31.63,0
27.41,42.81,278.3,40.89,0
79.56,84.56,418.85,172.32,1
64.25,36.17,81.89,40.01,0
40.19,22.13,225.84,84.76,0
57.37,54.63,108.81,74.69,0
27.5,35.31,145.39,61.34,0
36.12,27.53,146.15,93.58,0
18.48,59.9,217.52,26.41,0
10.86,48.85,171.68,52.12,0
89.02,92.84,23.71,628.01,1
43.24,37.03,94.95,58.3,0
34.75,34.21,96.45,66.39,0
56.57,29.47,175.43,49.92,0
30.18,59.13,192.04,74.92,0
36.48,47.62,85.52,77.16,0
99.8,95.58,25.92,439.12,1
71.95,71.81,498.34,390.1,1
44.85,51.92,128.12,19.49,0
52.82,38.75,178.17,54.88,0
33.16,58.42,249.56,39.58,0
60.76,49.98,231.74,62.92,0
36.02,26.76,62.9,99.18,0
44.34,31.47,70.63,57.98,0
76.11,63.31,406.19,364.46,1
16.14,26.98,197.94,27.85,0
54.43,30.45,225.19,56.22,0
57.41,33.71,71.1,27.33,0
73.39,72.4,548.72,342.59,1
34.21,45.5,102.71,77.42,0
45.32,50.22,79.0,29.25,0
26.58,49.85,238.11,60.26,0
48.81,38.98,86.29,88.97,0
61.0,37.95,219.62,96.75,0
12.26,56.71,209.36,96.28,0
60.49,54.33,133.74,37.7,0
45.99,35.65,243.29,78.67,0
42.38,27.8,134.35,73.67,0
40.12,46.91,257.92,16.02,0
15.71,37.84,104.85,39.08,0
11.3,23.68,284.63,70.81,0
62.28,45.52,227.02,25.2,0
72.86,76.41,529.98,291.52,1
98.75,93.91,16.4,633.48,1
84.05,83.07,405.28,256.75,1
86.94,68.09,382.39,168.5,1
31.05,33.31,65.01,96.23,0
34.23,39.67,282.15,66.88,0
37.06,25.75,242.18,33.56,0
60.19,48.62,75.82,21.2,0
23.78,37.84,274.13,27.65,0
61.31,46.58,116.61,74.5,0
82.64,72.88,537.98,272.67,1
56.42,51.24,246.35,60.91,0
62.48,52.72,170.52,63.22,0
77.9,77.05,430.12,308.07,1
89.09,90.69,48.24,440.23,1
52.16,45.91,94.15,18.34,0
20.51,47.84,274.12,68.6,0
14.67,45.31,233.83,26.9,0
49.59,43.72,172.31,20.35,0
26.93,41.36,258.56,53.19,0
88.44,81.12,40.45,421.41,1
54.39,46.69,164.59,72.64,0
73.28,74.48,534.96,159.22,1
45.96,38.85,279.5,18.89,0
17.18,26.89,62.49,41.12,0
35.09,26.83,197.76,84.51,0
37.34,51.97,105.14,83.38,0
54.63,59.29,219.6,42.56,0
94.91,82.75,42.64,796.55,1
42.62,33.42,80.19,27.01,0
48.3,42.14,159.67,93.68,0
15.5,53.89,203.11,81.1,0
36.78,20.25,94.85,22.58,0
58.78,36.65,251.85,80.67,0
21.34,45.59,180.77,50.02,0
83.43,60.94,386.0,274.97,1
95.53,95.65,20.65,402.29,1
16.46,41.21,73.92,45.76,0
39.68,28.77,242.58,71.04,0
20.65,51.86,221.31,97.33,0
19.7,46.81,60.78,69.81,0
33.91,33.37,251.29,79.46,0
50.72,56.99,93.97,81.77,0
16.38,55.8,230.35,65.38,0
20.93,47.07,131.42,81.21,0
15.39,49.51,267.47,46.92,0
35.9,39.38,272.62,27.32,0
80.01,69.68,377.28,329.96,1
63.66,28.09,81.8,73.84,0
17.51,54.07,164.64,29.55,0
58.75,44.15,247.39,69.23,0
19.35,58.81,263.75,22.35,0
80.76,84.89,468.32,359.25,1
50.15,49.45,111.66,42.82,0
59.05,43.67,87.24,63.76,0
63.91,21.6,167.66,80.33,0
39.21,39.17,249.5,84.81,0
23.23,42.34,53.11,77.2,0
72.92,67.39,479.53,172.68,1
26.77,48.13,264.48,78.52,0
35.02,50.87,268.55,49.46,0
30.37,38.57,208.35,88.13,0
59.14,33.32,58.18,51.2,0
62.04,41.7,248.62,81.95,0
58.45,49.43,63.7,95.35,0
58.84,24.44,141.4,67.63,0
19.64,42.35,66.75,75.29,0
63.97,29.55,78.39,55.67,0
82.76,83.98,391.96,336.25,1
29.4,30.69,220.06,38.56,0
28.99,39.45,181.67,25.43,0
47.31,41.31,123.07,67.78,0
62.0,52.35,285.22,20.58,0
80.07,62.0,529.59,222.09,1
89.31,85.52,36.37,648.16,1
81.46,75.68,408.63,392.39,1
17.26,33.87,160.97,69.8,0
13.46,54.87,108.08,95.53,0
32.64,33.71,211.51,42.74,0
48.33,53.68,161.31,40.85,0
53.41,26.87,115.0,56.16,0
97.24,80.95,20.89,627.96,1
60.83,48.47,121.31,97.72,0
48.11,46.65,88.37,35.22,0
27.41,25.06,115.1,30.68,0
11.91,32.68,135.96,46.7,0
18.94,32.06,280.11,49.39,0
18.0,38.32,130.05,15.37,0
63.66,33.25,226.36,55.28,0
61.92,59.23,193.43,27.5,0
59.88,37.68,222.29,77.19,0
73.07,73.77,411.62,250.41,1
34.53,23.7,63.76,69.51,0
22.22,57.43,119.48,16.92,0
34.5,46.86,71.84,58.5,0
27.48,44.2,285.85,92.22,0
18.14,54.15,142.41,46.69,0
29.32,59.1,268.58,22.45,0
34.43,59.7,250.92,39.53,0
63.37,36.95,274.11,26.86,0
14.73,28.31,168.65,88.74,0
88.79,99.2,39.03,444.22,1
60.29,36.58,188.95,75.37,0
17.53,27.44,145.44,62.08,0
55.44,53.38,125.98,62.54,0
11.48,20.1,115.67,96.26,0
35.99,46.15,273.17,50.46,0
47.83,29.79,79.84,38.56,0
88.8,94.91,31.15,682.79,1
83.82,71.9,488.85,179.9,1
41.64,53.81,90.71,19.97,0
58.31,25.42,90.83,38.18,0
60.17,34.24,122.46,60.02,0
81.31,79.16,386.65,173.63,1
39.9,54.9,256.71,73.22,0
47.7,47.53,73.96,64.3,0
10.71,40.73,143.25,56.22,0
60.09,24.1,88.64,33.79,0
59.34,44.54,257.85,59.68,0
40.31,50.25,78.49,54.14,0
55.04,56.94,169.88,41.48,0
54.94,55.59,199.41,79.91,0
49.04,21.15,253.64,33.9,0
73.13,65.66,375.07,182.55,1
47.99,51.36,69.43,80.85,0
12.34,24.31,248.26,58.65,0
16.54,30.12,66.56,71.74,0
53.03,56.8,101.35,91.6,0
29.33,23.63,261.47,95.06,0
77.65,64.01,450.13,332.14,1
41.36,23.96,194.53,16.19,0
20.54,31.27,275.42,60.66,0
89.18,84.28,27.69,753.88,1
42.42,37.59,289.44,30.37,0
30.88,28.57,106.89,24.59,0
89.48,82.21,11.12,781.14,1
40.64,21.62,132.03,24.84,0
43.02,32.48,294.04,52.74,0
25.98,54.21,97.2,20.92,0
36.16,47.17,94.82,99.89,0
15.78,37.52,214.64,22.23,0
32.03,43.62,75.43,93.65,0
88.78,99.5,20.24,697.48,1
89.47,96.76,37.63,539.26,1
42.01,30.92,247.37,69.73,0
36.17,44.13,151.11,56.19,0
52.24,24.32,112.67,57.27,0
17.4,23.98,63.21,20.8,0
63.46,35.31,219.8,27.98,0
15.3,23.06,237.9,80.24,0
21.11,46.48,172.56,37.24,0
57.28,41.86,288.15,17.69,0
60.32,35.35,128.64,46.99,0
11.81,42.27,265.09,40.76,0
37.03,25.38,228.93,56.43,0
47.13,46.4,221.34,63.64,0
56.99,40.27,147.85,57.05,0
95.4,87.06,49.0,560.24,1
12.48,53.48,137.22,78.07,0
59.02,33.65,74.34,44.34,0
29.32,46.45,111.9,70.09,0
60.07,22.62,126.23,43.7,0
27.94,38.44,265.84,63.28,0
75.87,77.4,467.6,396.44,1
31.47,42.9,252.08,23.5,0
28.48,40.11,241.23,43.86,0
29.98,37.44,174.24,87.02,0
56.22,41.43,121.84,19.04,0
92.82,84.52,38.43,445.98,1
15.21,33.47,66.82,83.1,0
21.54,51.83,212.88,40.66,0
33.81,41.6,100.02,49.2,0
34.93,50.54,95.15,16.58,0
57.45,43.07,103.24,96.78,0
35.7,57.49,183.18,67.23,0
33.85,42.64,206.69,59.39,0
18.13,26.02,221.33,40.52,0
27.53,53.21,66.11,32.3,0
55.3,45.84,114.11,66.1,0
16.25,27.68,111.4,85.31,0
40.79,37.45,211.73,18.15,0
17.5,30.34,250.88,70.99,0
56.89,58.55,171.46,16.69,0
71.85,75.04,523.43,375.14,1
29.99,46.3,72.58,95.17,0
17.73,24.48,233.62,94.3,0
55.59,57.99,282.89,36.4,0
75.24,63.06,511.34,232.32,1
31.45,49.93,108.98,50.94,0
19.63,58.8,159.87,36.62,0
36.97,34.99,287.18,41.9,0
47.55,58.53,269.86,94.64,0
49.36,52.85,55.27,97.18,0
56.28,46.49,285.21,73.71,0
23.18,42.11,127.32,96.47,0
54.67,24.88,266.74,87.9,0
60.04,35.72,294.5,36.72,0
55.25,29.42,102.6,90.67,0
83.89,81.99,503.35,251.57,1
57.65,52.93,285.12,55.04,0
56.26,48.7,269.19,84.72,0
48.42,40.25,137.96,66.18,0
50.58,38.13,56.84,19.43,0
44.66,51.64,84.02,49.06,0
27.25,23.29,89.46,58.89,0
97.97,95.26,43.11,742.88,1
27.57,39.13,233.79,37.16,0
55.47,51.98,99.67,50.23,0
58.2,57.79,271.09,34.08,0
90.31,76.18,475.33,376.71,1
90.38,94.03,12.59,600.52,1
24.31,23.56,141.98,95.52,0
49.52,37.41,280.0,53.57,0
16.52,48.54,97.64,88.26,0
25.84,39.77,82.55,87.79,0
64.74,31.32,219.3,50.56,0
18.03,31.61,115.45,67.5,0
78.13,77.11,441.63,152.58,1
27.78,47.72,221.71,75.63,0
50.49,30.25,73.82,19.99,0
22.92,56.33,299.18,94.84,0
95.18,94.96,7.05,526.83,1
26.64,35.79,142.73,97.28,0
41.93,30.41,175.94,94.08,0
72.9,67.93,456.08,185.45,1
12.43,25.11,267.92,85.96,0
60.94,31.32,269.23,67.1,0
24.51,32.52,273.17,41.82,0
97.16,83.03,43.39,728.71,1
12.93,25.94,107.47,18.05,0
48.83,37.46,298.8,93.81,0
29.61,48.36,171.3,56.9,0
57.68,24.95,73.39,88.79,0
19.26,40.35,118.2,90.73,0
42.1,58.87,181.5,63.52,0
14.23,50.73,219.23,90.43,0
47.47,47.23,148.54,65.18,0
98.04,83.08,8.65,815.35,1
34.97,58.21,198.55,15.49,0
95.87,99.02,19.62,765.77,1
62.66,42.77,102.84,19.14,0
27.77,22.22,67.68,95.91,0
31.94,27.12,291.26,88.57,0
56.88,26.52,244.87,39.22,0
45.97,24.82,172.71,51.75,0
27.06,47.4,82.82,71.57,0
38.2,39.58,271.35,55.5,0
33.27,50.26,252.75,67.18,0
33.43,21.62,135.44,54.4,0
47.74,26.2,173.83,68.51,0
25.99,37.49,276.8,55.6,0
17.03,56.12,260.38,59.46,0
12.63,23.06,61.27,24.15,0
15.2,46.43,192.12,36.54,0
14.5,40.14,78.48,71.23,0
20.02,35.72,70.82,89.52,0
42.3,38.2,217.56,68.02,0
63.17,54.85,96.8,30.73,0
43.22,54.86,76.58,60.42,0
16.42,26.87,169.28,73.8,0
91.25,75.05,447.34,304.62,1
92.33,93.48,36.06,597.5,1
16.88,20.56,77.98,16.35,0
98.31,84.18,34.19,724.87,1
44.43,51.6,97.73,40.58,0
36.07,20.87,91.53,27.96,0
63.01,38.86,264.95,64.74,0
41.32,53.35,62.73,15.67,0
49.22,59.18,262.15,77.65,0
40.49,31.63,171.87,56.32,0
43.63,47.15,254.17,56.47,0
39.06,36.88,128.96,20.4,0
79.18,71.83,448.96,384.74,1
48.36,20.83,122.0,31.34,0
22.77,28.79,277.27,43.83,0
56.34,46.28,82.79,39.94,0
62.79,53.32,218.28,77.44,0
53.99,53.78,205.46,39.01,0
46.69,25.16,99.87,66.49,0
32.88,59.75,125.91,32.8,0
11.0,55.24,139.26,28.48,0
59.2,21.28,65.92,51.6,0
16.64,28.96,114.46,43.93,0
12.57,55.11,116.87,27.85,0
38.35,46.78,226.6,93.76,0
35.14,53.66,77.73,24.0,0
53.02,57.9,255.9,18.57,0
44.65,54.83,277.75,28.35,0
34.28,40.24,233.14,23.44,0
28.4,25.51,262.15,52.32,0
52.3,29.81,252.29,44.01,0
14.69,34.9,238.71,45.65,0
18.34,50.14,155.43,34.4,0
32.74,36.37,164.69,87.45,0
29.9,21.19,86.4,15.85,0
61.9,23.39,128.7,98.47,0
13.38,50.37,215.04,69.52,0
71.27,75.79,492.67,315.09,1
26.26,36.08,220.22,62.06,0
50.85,56.37,51.98,38.78,0
60.62,48.01,161.55,32.44,0
53.36,46.08,224.37,90.45,0
32.25,27.89,125.38,18.14,0
49.88,49.6,81.5,99.31,0
15.11,42.07,180.33,79.35,0
11.53,51.86,198.13,35.51,0
49.96,59.48,77.61,20.1,0
44.48,34.18,61.93,70.33,0
26.39,49.47,163.29,98.55,0
64.4,42.62,273.58,68.36,0
42.76,34.01,121.13,81.71,0
46.98,48.57,179.92,36.05,0
42.03,52.91,140.32,23.33,0
55.56,23.28,65.55,90.52,0
34.54,34.77,181.56,65.0,0
31.71,30.55,174.71,50.99,0
61.21,39.58,293.32,85.02,0
16.99,48.45,82.35,74.88,0
72.6,65.32,444.67,336.62,1
78.13,83.8,470.32,252.15,1
41.45,21.61,88.33,46.57,0
91.64,89.72,40.6,471.07,1
12.68,55.77,272.26,33.32,0
36.88,24.89,137.16,88.99,0
41.52,42.63,275.07,81.41,0
49.6,44.23,240.49,57.9,0
34.75,37.96,266.59,42.64,0
46.55,36.39,108.21,48.61,0
62.69,55.6,233.98,69.9,0
85.56,74.3,509.23,326.85,1
16.81,42.37,98.11,67.59,0
12.91,42.81,97.35,55.45,0
72.65,83.4,385.95,154.74,1
23.49,48.22,271.91,52.76,0
43.38,36.07,61.25,88.27,0
34.04,36.6,264.91,41.98,0
16.31,23.97,92.04,27.24,0
14.93,32.27,151.82,29.38,0
27.89,21.09,64.63,48.14,0
32.71,32.97,143.88,85.36,0
21.14,50.09,196.51,56.9,0
31.18,24.6,65.16,54.51,0
36.63,36.3,108.44,90.32,0
62.99,47.0,111.58,62.15,0
26.75,36.27,70.98,69.04,0
63.24,34.93,296.33,81.47,0
33.31,56.46,162.94,15.09,0
55.62,31.57,293.02,15.05,0
80.61,74.95,517.9,245.04,1
44.77,43.41,177.58,18.87,0
40.97,32.03,148.83,25.45,0
40.61,31.18,157.99,66.89,0
91.82,93.64,20.42,530.68,1
34.9,29.84,295.76,44.04,0
42.97,20.63,222.96,69.95,0
36.21,56.06,218.18,50.12,0
85.47,79.06,457.63,346.83,1
14.26,21.24,258.02,72.09,0
29.41,52.51,256.87,45.43,0
52.24,47.88,52.11,54.33,0
79.78,65.54,353.96,220.28,1
77.87,62.25,472.69,225.79,1
22.88,39.75,140.75,38.86,0
85.55,65.23,389.22,355.28,1
57.85,42.76,173.5,61.9,0
41.11,47.3,191.29,20.56,0
13.58,30.38,192.48,34.38,0
53.02,27.67,219.49,99.32,0
39.31,30.12,190.03,53.58,0
84.1,83.58,360.37,384.69,1
64.73,30.96,220.04,54.66,0
51.75,55.35,106.14,38.62,0
34.69,20.21,98.65,21.95,0
11.4,49.5,294.52,51.02,0
23.75,26.58,127.7,68.21,0
36.4,52.32,198.13,68.24,0
23.77,24.31,109.59,43.97,0
28.35,51.76,285.89,80.94,0
52.03,45.01,194.73,22.27,0
11.83,32.53,261.92,20.53,0
60.55,37.68,125.37,68.23,0
47.27,42.37,123.73,47.42,0
51.36,29.32,199.89,71.08,0
31.12,51.81,269.98,67.63,0
61.57,51.32,163.52,42.9,0
15.65,43.81,66.89,82.1,0
41.53,45.49,114.07,50.79,0
34.45,29.73,249.26,20.14,0
33.97,58.39,238.59,41.45,0
87.06,63.69,411.73,235.73,1
10.44,43.46,219.58,19.87,0
55.93,54.35,155.52,31.61,0
59.97,51.41,135.39,71.77,0
64.01,43.99,132.79,64.16,0
95.39,88.37,12.3,627.15,1
12.32,28.78,50.92,33.96,0
44.32,29.56,233.65,95.97,0
50.7,28.21,96.06,99.14,0
14.06,21.2,78.8,39.7,0
42.21,50.62,60.98,17.52,0
19.58,55.42,229.71,43.88,0
19.82,20.86,260.72,92.41,0
47.26,35.16,246.85,24.43,0
76.71,66.0,511.9,315.23,1
91.5,84.94,526.33,369.6,1
17.94,56.97,248.72,31.29,0
30.58,43.98,294.25,35.79,0
43.88,27.56,183.87,82.11,0
12.93,51.82,268.21,87.38,0
98.63,84.18,8.66,635.33,1
13.57,40.34,237.83,69.83,0
37.42,38.57,130.46,46.78,0
49.36,39.79,117.08,49.08,0
82.85,60.92,393.91,200.75,1
78.71,67.65,527.74,292.84,1
78.23,73.76,376.87,171.01,1
29.34,43.36,166.31,67.8,0
35.72,36.36,251.13,41.95,0
19.88,29.35,211.34,45.52,0
56.34,40.51,210.91,81.8,0
72.17,61.78,357.66,200.08,1
28.11,32.11,253.89,73.1,0
48.81,59.92,299.6,78.95,0
60.18,20.34,124.87,84.9,0
32.21,36.23,194.99,70.7,0
38.2,50.45,87.32,48.79,0
51.2,38.98,178.96,81.81,0
49.74,38.46,247.98,41.61,0
52.36,47.92,102.4,53.25,0
30.61,43.1,82.09,95.19,0
54.57,53.37,134.96,50.63,0
32.19,51.15,184.4,42.72,0
53.19,56.89,88.42,95.97,0
44.64,44.12,201.96,88.69,0
90.45,87.81,29.05,494.17,1
41.32,38.06,273.69,22.93,0
40.41,21.28,222.26,56.53,0
13.82,58.52,120.95,34.81,0
13.85,22.3,179.63,29.61,0
79.04,63.93,372.15,284.11,1
13.78,58.2,266.42,26.04,0
33.77,48.39,168.7,66.32,0
82.92,72.56,486.97,218.86,1
17.85,22.56,149.81,83.64,0
60.07,55.17,165.05,63.97,0
25.84,55.24,164.08,74.53,0
26.36,44.52,252.5,29.89,0
59.5,49.33,164.46,92.42,0
41.27,35.74,286.42,35.37,0
76.02,75.7,408.38,379.07,1
49.73,28.69,173.37,99.35,0
64.74,23.06,76.31,80.16,0
34.8,30.11,176.52,54.28,0
48.2,49.99,145.29,78.41,0
78.73,60.27,372.94,379.28,1
51.18,39.39,67.06,61.62,0
62.25,25.61,255.11,86.53,0
10.99,24.02,123.54,60.45,0
14.27,50.54,219.35,28.05,0
21.92,21.38,218.76,33.37,0
56.01,52.46,210.25,75.89,0
78.59,67.71,360.48,151.17,1
